0 -4.900000 0.000000
1 -5.057906 -0.548346
2 -5.631898 -1.278819
3 -7.155043 -2.660448
4 -13.535316 -7.824455
5 18.258503 17.554379
6 2.087391 4.828247
7 -0.700000 3.066900
8 -2.996062 2.595773
9 -13.499834 4.427910
10 6.326651 -0.477584
11 2.113275 0.196702
12 0.961057 0.220486
13 0.379673 0.134649
14 -4.900000 10.174955
15 -0.299292 -0.186305
16 -0.590060 -0.469479
17 -0.980276 -1.019044
18 -2.062780 -3.029087
19 2.464307 6.622050
20 -0.068467 1.679771
21 -0.700000 0.877772
22 -1.496983 0.406475
23 -5.960609 -0.790543
24 2.675716 1.048459
25 0.874363 0.526035
26 0.390444 0.312083
27 0.150789 0.152063
28 -4.900000 3.907620
29 -0.108977 -0.171826
30 -0.196202 -0.406255
31 -0.272809 -0.830982
32 -0.347188 -2.311993
33 -0.428724 4.619569
34 -0.533289 1.000932
35 -0.700000 0.337102
36 -1.081144 -0.200829
37 -3.646359 -2.392407
38 1.449846 1.560856
39 0.423518 0.645881
40 0.167079 0.347939
41 0.055007 0.159350
42 -4.900000 1.118393
43 -0.019295 -0.165003
44 -0.000419 -0.374827
45 0.096973 -0.732685
46 0.593071 -1.918976
47 -2.087283 3.471558
48 -0.811447 0.594702
49 -0.700000 -0.000000
50 -0.811447 -0.594702
51 -2.087283 -3.471558
52 0.593071 1.918976
53 0.096973 0.732685
54 -0.000419 0.374827
55 -0.019295 0.165003
56 -4.900000 -1.118393
57 0.055007 -0.159350
58 0.167080 -0.347939
59 0.423518 -0.645881
60 1.449846 -1.560856
61 -3.646359 2.392407
62 -1.081144 0.200829
63 -0.700000 -0.337102
64 -0.533289 -1.000932
65 -0.428724 -4.619569
66 -0.347188 2.311993
67 -0.272809 0.830982
68 -0.196202 0.406255
69 -0.108977 0.171826
70 -4.900000 -3.907620
71 0.150789 -0.152063
72 0.390444 -0.312083
73 0.874363 -0.526035
74 2.675716 -1.048459
75 -5.960609 0.790543
76 -1.496983 -0.406475
77 -0.700000 -0.877772
78 -0.068467 -1.679771
79 2.464307 -6.622050
80 -2.062780 3.029087
81 -0.980276 1.019044
82 -0.590060 0.469479
83 -0.299292 0.186305
84 -4.900000 -10.174955
85 0.379673 -0.134649
86 0.961057 -0.220486
87 2.113275 -0.196702
88 6.326651 0.477584
89 -13.499834 -4.427910
90 -2.996062 -2.595773
91 -0.700000 -3.066900
92 2.087391 -4.828247
93 18.258504 -17.554379
94 -13.535316 7.824455
95 -7.155044 2.660448
96 -5.631898 1.278819
97 -5.057906 0.548346
