82.1008	-0
82.9092	-6.87398
85.4304	-14.1553
89.9832	-22.3363
97.2177	-32.1194
108.383	-44.659
125.992	-62.1263
155.745	-89.3058
213.601	-139.456
367.118	-268.508
1810.26	-1464.23
-547.137	484.298
-226.718	217.694
-139.066	143.781
-98.4102	108.86
-75.0958	88.3854
-60.0661	74.8532
-49.6266	65.1974
-41.9892	57.9304
-36.1842	52.2425
-31.6402	47.655
-27.9994	43.8662
-25.0263	40.6766
-22.5597	37.9488
-20.4858	35.5847
-18.7221	33.5128
-17.2071	31.6794
-15.8944	30.0433
-14.7482	28.5726
-13.7403	27.2421
-12.8486	26.0313
-12.0553	24.9239
-11.3459	23.9064
-10.7085	22.9675
-10.1334	22.0978
-9.61239	21.2895
-9.13868	20.5359
-8.70649	19.8311
-8.31092	19.1703
-7.94777	18.5492
-7.61346	17.9639
-7.30487	17.4114
-7.0193	16.8886
-6.75442	16.393
-6.50817	15.9225
-6.27875	15.4749
-6.06456	15.0486
-5.8642	14.6419
-5.67644	14.2533
-5.50016	13.8816
-5.33437	13.5256
-5.17818	13.1842
-5.03081	12.8564
-4.89155	12.5414
-4.75974	12.2384
-4.63481	11.9466
-4.51623	11.6654
-4.40353	11.394
-4.29627	11.132
-4.19405	10.8789
-4.09653	10.634
-4.00336	10.3971
-3.91425	10.1676
-3.82892	9.94519
-3.74711	9.72948
-3.66861	9.52015
-3.59318	9.31688
-3.52063	9.11937
-3.45078	8.92736
-3.38346	8.74058
-3.31852	8.55881
-3.2558	8.3818
-3.19517	8.20935
-3.13652	8.04127
-3.07971	7.87736
-3.02465	7.71745
-2.97123	7.56138
-2.91936	7.40898
-2.86896	7.26011
-2.81993	7.11463
-2.7722	6.97241
-2.7257	6.83333
-2.68037	6.69725
-2.63613	6.56409
-2.59294	6.43371
-2.55072	6.30604
-2.50945	6.18096
-2.46905	6.05839
-2.42949	5.93825
-2.39072	5.82044
-2.35271	5.70489
-2.3154	5.59153
-2.27878	5.48029
-2.24279	5.37109
-2.20742	5.26387
-2.17262	5.15858
-2.13837	5.05514
-2.10464	4.95351
-2.07141	4.85362
-2.03864	4.75544
-2.00633	4.6589
-1.97443	4.56396
-1.94294	4.47057
-1.91183	4.3787
-1.88109	4.2883
-1.85069	4.19932
-1.82062	4.11174
-1.79086	4.0255
-1.7614	3.94059
-1.73222	3.85696
-1.70331	3.77457
-1.67465	3.69341
-1.64623	3.61344
-1.61804	3.53462
-1.59007	3.45693
-1.56231	3.38035
-1.53474	3.30485
-1.50735	3.23039
-1.48015	3.15697
-1.4531	3.08455
-1.42622	3.01311
-1.39949	2.94263
-1.37289	2.87309
-1.34643	2.80447
-1.3201	2.73675
-1.29389	2.6699
-1.26779	2.60392
-1.2418	2.53878
-1.21591	2.47447
-1.19011	2.41097
-1.1644	2.34826
-1.13877	2.28633
-1.11323	2.22517
-1.08776	2.16475
-1.06235	2.10507
-1.03701	2.04611
-1.01173	1.98786
-0.986513	1.9303
-0.961343	1.87343
-0.936223	1.81722
-0.911147	1.76168
-0.886113	1.70679
-0.861117	1.65253
-0.836157	1.59889
-0.81123	1.54588
-0.786331	1.49347
-0.76146	1.44166
-0.736613	1.39043
-0.711787	1.33978
-0.686981	1.2897
-0.662192	1.24018
-0.637418	1.19121
-0.612656	1.14279
-0.587906	1.0949
-0.563164	1.04754
-0.53843	1.0007
-0.513701	0.954374
-0.488977	0.908554
-0.464254	0.863233
