0	0
0.313953	7
0.626666	15
0.936907	23
1.24345	31
1.54508	38
1.84062	46
2.1289	53
2.40877	60
2.67913	66
2.93893	73
3.18712	79
3.42274	85
3.64484	91
3.85257	96
4.04509	101
4.22164	105
4.38153	109
4.52414	113
4.64888	116
4.75528	118
4.84292	121
4.91144	122
4.96058	124
4.99014	124
5	125
4.99014	124
4.96058	124
4.91144	122
4.84292	121
4.75529	118
4.64889	116
4.52414	113
4.38154	109
4.22165	105
4.0451	101
3.85258	96
3.64486	91
3.42275	85
3.18713	79
2.93894	73
2.67915	66
2.40878	60
2.12891	53
1.84064	46
1.5451	38
1.24346	31
0.936922	23
0.626681	15
0.313968	7
1.47719e-05	0
-0.313938	-7
-0.626652	-15
-0.936893	-23
-1.24344	-31
-1.54507	-38
-1.84061	-46
-2.12888	-53
-2.40876	-60
-2.67912	-66
-2.93892	-73
-3.18711	-79
-3.42273	-85
-3.64484	-91
-3.85256	-96
-4.04508	-101
-4.22163	-105
-4.38153	-109
-4.52413	-113
-4.64888	-116
-4.75528	-118
-4.84291	-121
-4.91144	-122
-4.96057	-124
-4.99014	-124
-5	-125
-4.99014	-124
-4.96058	-124
-4.91144	-122
-4.84292	-121
-4.75529	-118
-4.64889	-116
-4.52415	-113
-4.38155	-109
-4.22165	-105
-4.0451	-101
-3.85258	-96
-3.64486	-91
-3.42275	-85
-3.18714	-79
-2.93895	-73
-2.67915	-66
-2.40879	-60
-2.12892	-53
-1.84064	-46
-1.54511	-38
-1.24347	-31
-0.936929	-23
-0.626689	-15
-0.313975	-7
-2.2713e-05	0
0.31393	7
0.626644	15
0.936885	23
1.24343	31
1.54506	38
1.8406	46
2.12888	53
2.40875	60
2.67912	66
2.93891	73
3.1871	79
3.42272	85
3.64483	91
3.85255	96
4.04507	101
4.22163	105
4.38152	109
4.52413	113
4.64888	116
4.75528	118
4.84291	121
4.91144	122
4.96057	124
4.99014	124
5	125
4.99014	124
4.96058	124
4.91145	122
4.84293	121
4.7553	118
4.6489	116
4.52415	113
4.38155	109
4.22166	105
4.04511	101
3.85259	96
3.64487	91
3.42276	85
3.18714	79
2.93895	73
2.67916	66
2.40879	60
2.12892	53
1.84065	46
1.54511	38
1.24347	31
0.936932	23
0.626691	15
0.313977	7
2.44929e-05	0
-0.313929	-7
-0.626643	-15
-0.936884	-23
-1.24343	-31
-1.54506	-38
-1.8406	-46
-2.12888	-53
-2.40875	-60
-2.67912	-66
-2.93891	-73
-3.18711	-79
-3.42272	-85
-3.64483	-91
-3.85256	-96
-4.04508	-101
-4.22163	-105
-4.38153	-109
-4.52413	-113
-4.64888	-116
-4.75528	-118
-4.84292	-121
-4.91144	-122
-4.96058	-124
-4.99014	-124
-5.00001	-125
-4.99014	-124
-4.96058	-124
-4.91145	-122
-4.84293	-121
-4.7553	-118
-4.6489	-116
-4.52415	-113
-4.38155	-109
-4.22166	-105
-4.0451	-101
-3.85259	-96
-3.64486	-91
-3.42276	-85
-3.18714	-79
-2.93895	-73
-2.67916	-66
-2.40879	-60
-2.12892	-53
-1.84065	-46
-1.54511	-38
-1.24347	-31
-0.936931	-23
-0.62669	-15
-0.313977	-7
-2.36024e-05	0
0.313929	7
0.626644	15
0.936885	23
1.24343	31
1.54506	38
1.8406	46
2.12888	53
2.40875	60
2.67912	66
2.93891	73
3.18711	79
3.42272	85
3.64483	91
3.85256	96
4.04508	101
4.22163	105
4.38153	109
4.52413	113
4.64888	116
4.75528	118
4.84292	121
4.91144	122
4.96058	124
4.99014	124
5.00001	125
4.99014	124
4.96058	124
4.91145	122
4.84293	121
4.7553	118
4.6489	116
4.52416	113
4.38156	109
4.22166	105
4.04511	101
3.85259	96
3.64487	91
3.42276	85
3.18715	79
2.93895	73
2.67916	66
2.4088	60
2.12893	53
1.84065	46
1.54511	38
1.24348	31
0.936935	23
0.626694	15
0.31398	7
2.65699e-05	0
-0.313927	-7
-0.626641	-15
-0.936882	-23
-1.24343	-31
-1.54506	-38
-1.8406	-46
-2.12888	-53
-2.40875	-60
-2.67912	-66
-2.93891	-73
-3.18711	-79
-3.42272	-85
-3.64483	-91
-3.85256	-96
-4.04508	-101
-4.22164	-105
-4.38153	-109
-4.52414	-113
-4.64889	-116
-4.75529	-118
-4.84292	-121
-4.91145	-122
-4.96059	-124
-4.99015	-124
-5.00002	-125
-4.99015	-124
-4.96059	-124
-4.91146	-122
-4.84294	-121
-4.75531	-118
-4.64891	-116
-4.52416	-113
-4.38156	-109
-4.22167	-105
-4.04512	-101
-3.8526	-96
-3.64488	-91
-3.42277	-85
-3.18715	-79
-2.93896	-73
-2.67917	-66
-2.4088	-60
-2.12893	-53
-1.84065	-46
-1.54512	-38
-1.24348	-31
-0.936936	-23
-0.626694	-15
-0.31398	-7
-2.58995e-05	0
0.313928	7
0.626643	15
0.936885	23
1.24343	31
1.54507	38
1.84061	46
2.12888	53
2.40876	60
2.67912	66
2.93892	73
3.18711	79
3.42273	85
3.64484	91
3.85257	96
4.04509	101
4.22164	105
4.38154	109
4.52415	113
4.64889	116
4.7553	118
4.84293	121
4.91145	122
4.96059	124
4.99015	124
5.00002	125
4.99016	124
4.9606	124
4.91146	122
4.84294	121
4.75531	118
4.64891	116
4.52416	113
4.38156	109
4.22167	105
4.04512	101
3.8526	96
3.64487	91
3.42277	85
3.18715	79
2.93896	73
2.67916	66
2.4088	60
2.12892	53
1.84065	46
1.54511	38
1.24347	31
0.936929	23
0.626687	15
0.313972	7
1.79576e-05	0
-0.313936	-7
-0.626652	-15
-0.936894	-23
-1.24344	-31
-1.54508	-38
-1.84062	-46
-2.12889	-53
-2.40876	-60
-2.67913	-66
-2.93893	-73
-3.18712	-79
-3.42274	-85
-3.64485	-91
-3.85258	-96
-4.0451	-101
-4.22165	-105
-4.38155	-109
-4.52415	-113
-4.6489	-116
-4.7553	-118
-4.84294	-121
-4.91146	-122
-4.9606	-124
-4.99016	-124
-5.00003	-125
-4.99016	-124
-4.9606	-124
-4.91147	-122
-4.84295	-121
-4.75531	-118
-4.64891	-116
-4.52417	-113
-4.38157	-109
-4.22167	-105
-4.04512	-101
-3.8526	-96
-3.64488	-91
-3.42277	-85
-3.18715	-79
-2.93896	-73
-2.67916	-66
-2.4088	-60
-2.12892	-53
-1.84065	-46
-1.54511	-38
-1.24347	-31
-0.936927	-23
-0.626685	-15
-0.31397	-7
-1.52848e-05	0
0.313939	7
0.626655	15
0.936897	23
1.24344	31
1.54508	38
1.84062	46
2.1289	53
2.40877	60
2.67914	66
2.93893	73
3.18713	79
3.42274	85
3.64485	91
3.85258	96
4.0451	101
4.22166	105
4.38155	109
4.52415	113
4.6489	116
4.7553	118
4.84294	121
4.91146	122
4.9606	124
4.99016	124
5.00003	125
4.99016	124
4.9606	124
4.91147	122
4.84295	121
4.75531	118
4.64891	116
4.52417	113
4.38156	109
4.22167	105
4.04511	101
3.8526	96
3.64487	91
3.42276	85
3.18715	79
2.93895	73
2.67916	66
2.40879	60
2.12892	53
1.84064	46
1.5451	38
1.24347	31
0.936923	23
0.626681	15
0.313966	7
1.14262e-05	0
-0.313943	-7
-0.626658	-15
-0.936901	-23
-1.24345	-31
-1.54508	-38
-1.84062	-46
-2.1289	-53
-2.40877	-60
-2.67914	-66
-2.93893	-73
-3.18713	-79
-3.42275	-85
-3.64485	-91
-3.85258	-96
-4.0451	-101
-4.22166	-105
-4.38155	-109
-4.52415	-113
-4.6489	-116
-4.7553	-118
-4.84294	-121
-4.91146	-122
-4.9606	-124
-4.99016	-124
-5.00002	-125
-4.99016	-124
-4.9606	-124
-4.91146	-122
-4.84294	-121
-4.75531	-118
-4.64891	-116
-4.52416	-113
-4.38156	-109
-4.22166	-105
-4.04511	-101
-3.85259	-96
-3.64486	-91
-3.42275	-85
-3.18714	-79
-2.93894	-73
-2.67915	-66
-2.40878	-60
-2.12891	-53
-1.84063	-46
-1.54509	-38
-1.24346	-31
-0.936913	-23
-0.626671	-15
-0.313956	-7
-2.07624e-06	0
0.313952	7
0.626667	15
0.936909	23
1.24345	31
1.54509	38
1.84063	46
2.12891	53
2.40878	60
2.67915	66
2.93894	73
3.18713	79
3.42275	85
3.64486	91
3.85258	96
4.0451	101
4.22166	105
4.38155	109
4.52416	113
4.64891	116
4.75531	118
4.84294	121
4.91146	122
4.9606	124
4.99016	124
5.00003	125
4.99016	124
4.9606	124
4.91146	122
4.84294	121
4.75531	118
4.64891	116
4.52416	113
4.38156	109
4.22166	105
4.04511	101
3.85259	96
3.64486	91
3.42275	85
3.18714	79
2.93894	73
2.67915	66
2.40878	60
2.12891	53
1.84063	46
1.54509	38
1.24346	31
0.936912	23
0.626669	15
0.313954	7
-2.99715e-07	0
-0.313955	-7
-0.62667	-15
-0.936912	-23
-1.24346	-31
-1.54509	-38
-1.84063	-46
-2.12891	-53
-2.40878	-60
-2.67915	-66
-2.93894	-73
-3.18714	-79
-3.42276	-85
-3.64486	-91
-3.85259	-96
-4.04511	-101
-4.22166	-105
-4.38156	-109
-4.52416	-113
-4.64891	-116
-4.75531	-118
-4.84294	-121
-4.91146	-122
-4.9606	-124
-4.99016	-124
-5.00003	-125
-4.99016	-124
-4.9606	-124
-4.91146	-122
-4.84294	-121
-4.75531	-118
-4.6489	-116
-4.52416	-113
-4.38155	-109
-4.22166	-105
-4.0451	-101
-3.85258	-96
-3.64486	-91
-3.42275	-85
-3.18713	-79
-2.93894	-73
-2.67914	-66
-2.40877	-60
-2.1289	-53
-1.84062	-46
-1.54509	-38
-1.24345	-31
-0.936903	-23
-0.626661	-15
-0.313945	-7
9.05685e-06	0
0.313963	7
0.626679	15
0.936921	23
1.24347	31
1.5451	38
1.84064	46
2.12892	53
2.40879	60
2.67916	66
2.93895	73
3.18715	79
3.42276	85
3.64487	91
3.8526	96
4.04511	101
4.22167	105
4.38156	109
4.52417	113
4.64891	116
4.75531	118
4.84295	121
4.91147	122
4.9606	124
4.99016	124
5.00003	125
4.99016	124
4.9606	124
4.91147	122
4.84294	121
4.75531	118
4.64891	116
4.52416	113
4.38156	109
4.22166	105
4.04511	101
3.85259	96
3.64486	91
3.42275	85
3.18713	79
2.93894	73
2.67915	66
2.40878	60
2.1289	53
1.84063	46
1.54509	38
1.24345	31
0.936907	23
0.626664	15
0.313948	7
-6.16347e-06	0
-0.313961	-7
-0.626676	-15
-0.936919	-23
-1.24346	-31
-1.5451	-38
-1.84064	-46
-2.12892	-53
-2.40879	-60
-2.67916	-66
-2.93895	-73
-3.18715	-79
-3.42276	-85
-3.64487	-91
-3.85259	-96
-4.04511	-101
-4.22167	-105
-4.38156	-109
-4.52417	-113
-4.64891	-116
-4.75531	-118
-4.84295	-121
-4.91147	-122
-4.9606	-124
-4.99016	-124
-5.00003	-125
-4.99016	-124
-4.9606	-124
-4.91146	-122
-4.84294	-121
-4.75531	-118
-4.64891	-116
-4.52416	-113
-4.38156	-109
-4.22166	-105
-4.04511	-101
-3.85259	-96
-3.64486	-91
-3.42275	-85
-3.18713	-79
-2.93894	-73
-2.67915	-66
-2.40878	-60
-2.1289	-53
-1.84063	-46
-1.54509	-38
-1.24345	-31
-0.936906	-23
-0.626663	-15
-0.313948	-7
6.75717e-06	0
0.313961	7
0.626677	15
0.936919	23
1.24346	31
1.5451	38
1.84064	46
2.12892	53
2.40879	60
2.67916	66
2.93895	73
3.18715	79
3.42276	85
3.64487	91
3.8526	96
4.04511	101
4.22167	105
4.38156	109
4.52417	113
4.64891	116
4.75531	118
4.84295	121
4.91147	122
4.9606	124
4.99016	124
5.00003	125
4.99016	124
4.9606	124
4.91147	122
4.84294	121
4.75531	118
4.64891	116
4.52416	113
4.38156	109
4.22166	105
4.04511	101
3.85259	96
3.64486	91
3.42275	85
3.18713	79
2.93894	73
2.67915	66
2.40878	60
2.1289	53
1.84063	46
1.54509	38
1.24345	31
0.936907	23
0.626664	15
0.313948	7
-6.16347e-06	0
-0.313961	-7
-0.626676	-15
-0.936919	-23
-1.24346	-31
-1.5451	-38
-1.84064	-46
-2.12892	-53
-2.40879	-60
-2.67916	-66
-2.93895	-73
-3.18715	-79
-3.42276	-85
-3.64487	-91
-3.85259	-96
-4.04511	-101
-4.22167	-105
-4.38156	-109
-4.52417	-113
-4.64891	-116
-4.75531	-118
-4.84295	-121
-4.91147	-122
-4.9606	-124
-4.99016	-124
-5.00003	-125
-4.99016	-124
-4.9606	-124
-4.91146	-122
-4.84294	-121
-4.75531	-118
-4.64891	-116
-4.52416	-113
-4.38156	-109
-4.22166	-105
-4.04511	-101
-3.85259	-96
-3.64486	-91
-3.42275	-85
-3.18713	-79
-2.93894	-73
-2.67915	-66
-2.40878	-60
-2.1289	-53
-1.84063	-46
-1.54509	-38
-1.24345	-31
-0.936906	-23
-0.626663	-15
-0.313948	-7
6.75717e-06	0
0.313961	7
0.626677	15
0.936919	23
1.24346	31
1.5451	38
1.84064	46
2.12892	53
2.40879	60
2.67916	66
2.93895	73
3.18715	79
3.42276	85
3.64487	91
3.8526	96
4.04511	101
4.22167	105
4.38156	109
4.52417	113
4.64891	116
4.75531	118
4.84295	121
4.91147	122
4.9606	124
4.99016	124
5.00003	125
4.99016	124
4.9606	124
4.91147	122
4.84294	121
4.75531	118
4.64891	116
4.52416	113
4.38156	109
4.22166	105
4.04511	101
3.85259	96
3.64486	91
3.42275	85
3.18713	79
2.93894	73
2.67915	66
2.40878	60
2.1289	53
1.84063	46
1.54509	38
1.24345	31
0.936907	23
0.626664	15
0.313948	7
-6.16347e-06	0
-0.313961	-7
-0.626676	-15
-0.936919	-23
-1.24346	-31
-1.5451	-38
-1.84064	-46
-2.12892	-53
-2.40879	-60
-2.67916	-66
-2.93895	-73
-3.18715	-79
-3.42276	-85
-3.64487	-91
-3.85259	-96
-4.04511	-101
-4.22167	-105
-4.38156	-109
-4.52417	-113
-4.64891	-116
-4.75531	-118
-4.84295	-121
-4.91147	-122
-4.9606	-124
-4.99016	-124
-5.00003	-125
-4.99016	-124
-4.9606	-124
-4.91146	-122
-4.84294	-121
-4.75531	-118
-4.64891	-116
-4.52416	-113
-4.38156	-109
-4.22166	-105
-4.04511	-101
-3.85259	-96
-3.64486	-91
-3.42275	-85
-3.18713	-79
-2.93894	-73
-2.67915	-66
-2.40878	-60
-2.1289	-53
-1.84063	-46
-1.54509	-38
-1.24345	-31
-0.936906	-23
-0.626663	-15
-0.313948	-7
6.75717e-06	0
0.313961	7
0.626677	15
0.936919	23
1.24346	31
1.5451	38
1.84064	46
2.12892	53
2.40879	60
2.67916	66
2.93895	73
3.18715	79
3.42276	85
3.64487	91
3.8526	96
4.04511	101
4.22167	105
4.38156	109
4.52417	113
4.64891	116
4.75531	118
4.84295	121
4.91147	122
4.9606	124
4.99016	124
5.00003	125
4.99016	124
4.9606	124
4.91147	122
4.84294	121
4.75531	118
4.64891	116
4.52416	113
4.38156	109
4.22166	105
4.04511	101
3.85259	96
3.64486	91
3.42275	85
3.18713	79
2.93894	73
2.67915	66
2.40878	60
2.1289	53
1.84063	46
1.54509	38
1.24345	31
0.936907	23
0.626664	15
0.313948	7
-6.16347e-06	0
-0.313961	-7
-0.626676	-15
-0.936919	-23
-1.24346	-31
-1.5451	-38
-1.84064	-46
-2.12892	-53
-2.40879	-60
-2.67916	-66
-2.93895	-73
-3.18715	-79
-3.42276	-85
-3.64487	-91
-3.85259	-96
-4.04511	-101
-4.22167	-105
-4.38156	-109
-4.52417	-113
-4.64891	-116
-4.75531	-118
-4.84295	-121
-4.91147	-122
-4.9606	-124
-4.99016	-124
-5.00003	-125
-4.99016	-124
-4.9606	-124
-4.91146	-122
-4.84294	-121
-4.75531	-118
-4.64891	-116
-4.52416	-113
-4.38156	-109
-4.22166	-105
-4.04511	-101
-3.85259	-96
-3.64486	-91
-3.42275	-85
-3.18713	-79
-2.93894	-73
-2.67915	-66
-2.40878	-60
-2.1289	-53
-1.84063	-46
-1.54509	-38
-1.24345	-31
-0.936906	-23
-0.626663	-15
-0.313948	-7
